season,specie,sex,age(month),temperature,symptom1,symptom2,symptom3,symptom4,symptom5,symptom6,symptom7,Disease
12,8,9,95,39.25,32,20,36,30,36,25,36,7
3,8,6,64,39.25,32,42,17,45,38,14,36,1
3,2,9,1,38.65,39,37,52,34,22,14,28,5
3,2,6,62,38.65,53,32,14,16,25,14,29,10
3,8,9,48,39.25,23,39,32,27,14,24,14,11
3,2,9,35,38.65,18,14,55,46,41,28,24,15
12,2,9,53,38.65,32,20,36,30,25,22,29,7
3,8,6,7,39.25,54,32,18,55,37,33,33,13
4,2,6,63,38.65,32,20,36,30,14,14,14,7
3,2,6,101,38.65,45,17,14,32,29,43,35,1
12,2,6,36,38.65,26,55,14,18,14,43,38,15
4,2,6,71,38.65,32,27,23,39,35,44,37,11
12,8,6,119,39.25,36,18,55,26,21,38,44,15
12,8,6,24,39.25,17,45,42,14,54,14,14,1
12,2,6,50,38.65,53,16,40,32,14,47,41,10
4,8,9,114,39.25,23,39,32,27,43,35,48,11
4,8,9,29,39.25,26,55,46,18,14,37,28,15
3,2,6,98,38.65,53,16,40,32,29,33,38,10
3,8,9,53,39.25,39,23,32,27,21,51,22,11
12,2,6,108,38.65,32,14,36,30,35,24,29,7
3,8,6,12,39.25,23,32,27,39,29,14,37,11
4,2,9,63,38.65,23,39,32,27,22,14,14,11
3,2,9,65,38.65,20,30,36,32,54,14,41,7
3,2,9,88,38.65,32,36,30,20,33,22,33,7
3,2,9,102,38.65,18,55,32,54,14,14,44,13
3,8,6,73,39.25,52,39,34,37,14,54,35,5
12,8,6,79,39.25,53,16,40,32,14,28,35,10
3,2,9,6,38.65,32,20,36,29,14,28,41,7
3,2,6,106,38.65,34,14,19,54,14,33,28,0
12,2,6,85,38.65,17,45,42,32,38,43,25,1
12,8,6,58,39.25,18,55,32,54,14,44,41,13
4,8,9,103,39.25,27,23,39,32,41,51,54,11
4,2,6,74,38.65,30,36,20,32,14,14,47,7
3,2,6,61,38.65,32,17,42,45,14,47,24,1
12,8,9,55,39.25,20,32,30,14,38,22,14,7
4,2,6,13,38.65,52,39,34,37,14,14,31,5
3,8,6,79,39.25,17,42,45,32,14,25,38,1
3,8,9,113,39.25,55,18,32,54,29,14,22,13
3,2,9,86,38.65,26,55,46,18,41,36,21,15
4,8,6,14,39.25,23,39,32,27,41,14,35,11
12,2,6,108,38.65,23,22,32,14,14,54,54,11
4,2,6,74,38.65,55,18,46,26,51,24,38,15
3,2,6,89,38.65,40,16,32,53,37,50,14,10
3,8,9,113,39.25,46,18,55,26,29,35,14,15
3,8,6,10,39.25,46,26,36,22,54,31,47,15
4,2,9,18,38.65,34,52,37,39,33,37,47,5
12,8,6,59,39.25,32,16,14,40,36,41,14,10
3,8,6,98,39.25,32,20,14,30,51,33,35,7
12,8,6,69,39.25,36,20,32,33,54,14,14,7
12,8,9,106,39.25,49,54,19,34,21,14,54,0
3,8,9,62,39.25,23,39,32,27,21,14,44,11
12,8,9,119,39.25,49,19,34,54,41,35,14,0
12,8,6,48,39.25,20,30,32,36,14,48,51,7
3,8,6,82,39.25,32,20,14,30,21,50,14,7
4,2,6,102,38.65,18,55,32,54,14,47,28,13
12,8,6,16,39.25,17,45,42,32,14,44,25,1
3,8,9,29,39.25,18,55,32,54,31,29,24,13
12,2,6,67,38.65,18,55,46,26,54,37,14,15
3,2,6,57,38.65,30,20,32,36,24,47,31,7
4,2,6,1,38.65,23,32,27,39,43,21,22,11
12,8,9,34,39.25,36,30,32,20,14,14,25,7
4,8,6,38,39.25,32,53,14,40,14,50,43,10
3,8,6,79,39.25,17,45,42,32,33,35,44,1
12,2,6,10,38.65,26,55,46,28,28,38,14,15
3,8,6,52,39.25,17,45,42,32,14,41,47,1
4,8,9,61,39.25,34,52,37,39,22,31,25,5
3,8,6,97,39.25,52,34,37,39,41,24,41,5
4,8,9,15,39.25,34,48,37,39,14,43,41,5
4,2,6,60,38.65,45,42,17,32,22,29,41,1
12,8,9,101,39.25,34,52,37,39,14,14,35,5
3,8,6,117,39.25,34,52,37,39,43,35,38,5
12,2,9,107,38.65,49,19,54,34,51,44,37,0
4,8,6,44,39.25,45,32,17,42,36,28,22,1
12,2,9,31,38.65,52,39,37,34,31,31,31,5
4,8,6,56,39.25,23,39,32,27,38,21,48,11
4,2,9,10,38.65,32,20,36,50,37,14,36,7
4,8,6,109,39.25,40,16,32,53,21,24,24,10
4,8,6,76,39.25,26,37,46,18,31,22,14,15
4,8,6,110,39.25,17,45,32,22,50,14,54,1
12,2,6,102,38.65,42,17,32,41,14,31,22,1
3,8,6,10,39.25,53,40,32,16,29,25,22,10
12,2,6,105,38.65,16,32,53,40,24,14,21,10
3,2,6,14,38.65,17,45,42,32,14,54,33,1
3,8,6,37,39.25,23,39,27,32,36,50,48,11
4,2,9,51,38.65,34,39,52,37,21,48,21,5
3,2,9,30,38.65,32,54,55,18,51,25,21,13
4,8,6,14,39.25,32,36,20,43,35,22,36,7
3,2,6,89,38.65,32,42,17,45,36,14,50,1
12,2,9,114,38.65,23,27,39,32,28,21,14,11
3,8,9,110,39.25,34,52,37,39,31,25,24,5
4,8,6,21,39.25,34,24,54,19,41,48,14,0
4,8,6,14,39.25,32,30,20,36,35,29,33,7
4,8,6,38,39.25,45,42,32,14,48,14,14,1
12,8,6,49,39.25,23,27,39,32,37,21,37,11
12,8,9,94,39.25,23,39,32,27,24,14,14,11
3,8,9,47,39.25,55,32,18,54,22,35,28,13
12,2,6,104,38.65,23,39,32,27,33,44,31,11
3,8,9,89,39.25,46,18,55,26,14,41,25,15
3,8,9,47,39.25,18,54,32,55,43,21,43,13
3,8,6,28,39.25,36,32,30,20,14,38,54,7
3,2,9,26,38.65,34,24,37,39,31,38,35,5
3,2,9,48,38.65,23,27,32,39,25,41,38,11
3,2,6,44,38.65,17,45,42,32,29,44,35,1
4,2,6,72,38.65,32,20,36,30,31,48,25,7
4,2,6,73,38.65,26,55,46,18,33,33,14,15
3,8,6,73,39.25,46,26,35,55,51,54,36,15
4,8,9,7,39.25,52,37,39,34,29,43,37,5
12,2,9,15,38.65,20,32,30,36,47,36,28,7
3,8,6,104,39.25,32,20,36,30,50,33,22,7
4,8,6,27,39.25,32,20,36,30,28,36,14,7
3,2,6,28,38.65,49,19,34,54,43,14,28,0
12,8,9,104,39.25,18,54,55,32,44,37,14,13
4,2,9,64,38.65,49,34,54,19,22,28,14,0
3,8,9,15,39.25,26,46,18,55,38,35,43,15
3,2,9,26,38.65,39,23,32,27,14,14,33,11
12,8,6,92,39.25,37,39,52,14,44,41,14,5
12,2,9,6,38.65,49,54,34,19,48,14,14,0
12,8,6,65,39.25,52,39,34,37,14,43,14,5
12,8,6,115,39.25,17,32,42,45,33,24,54,1
4,2,6,79,38.65,17,45,42,32,50,14,37,1
4,2,9,10,38.65,18,55,32,54,54,44,44,13
12,8,9,109,39.25,38,52,37,39,33,35,36,5
3,2,6,42,38.65,17,32,45,42,33,41,44,1
12,2,6,61,38.65,32,16,53,40,29,50,21,10
12,8,6,92,39.25,17,45,42,32,35,38,28,1
12,2,9,5,38.65,37,52,39,34,38,48,41,5
3,8,6,8,39.25,34,52,37,39,14,51,14,5
3,2,6,67,38.65,18,55,26,46,14,44,41,15
4,8,6,103,39.25,53,16,32,40,22,36,14,10
3,8,6,49,39.25,46,26,18,55,14,14,50,15
3,2,9,37,38.65,23,27,32,39,36,29,31,11
4,8,9,110,39.25,34,14,37,39,14,37,28,5
12,2,6,114,38.65,34,52,39,37,41,37,47,5
4,8,9,109,39.25,34,52,37,39,54,44,35,5
12,2,6,62,38.65,16,32,53,14,35,38,54,10
4,8,6,116,39.25,20,36,32,30,43,43,43,7
3,2,9,30,38.65,37,14,52,39,14,14,37,5
4,2,6,1,38.65,53,16,40,32,24,14,50,10
3,8,6,12,39.25,39,27,23,32,35,51,29,11
4,8,6,67,39.25,18,55,38,26,54,35,22,15
12,2,6,71,38.65,51,54,18,55,50,47,29,13
12,8,6,58,39.25,37,52,39,14,35,38,41,5
3,8,6,90,39.25,39,23,27,32,41,25,14,11
3,8,6,25,39.25,39,34,37,52,38,33,54,5
3,8,6,42,39.25,55,26,46,18,48,24,43,15
4,8,9,62,39.25,18,55,32,54,36,22,24,13
3,2,6,41,38.65,17,32,45,42,51,21,37,1
4,8,6,85,39.25,32,20,36,30,14,28,35,7
4,8,6,117,39.25,18,55,32,54,24,50,14,13
12,8,6,52,39.25,55,46,14,18,43,38,41,15
3,2,9,35,38.65,20,30,32,36,14,47,33,7
4,2,6,52,38.65,32,27,39,23,48,44,14,11
3,8,9,33,39.25,27,39,23,32,14,48,25,11
3,8,9,86,39.25,26,47,46,18,36,43,29,15
12,8,6,116,39.25,34,52,37,39,38,44,14,5
3,2,9,36,38.65,27,32,39,23,28,14,48,11
4,2,6,120,38.65,32,20,36,30,43,14,14,7
4,2,9,45,38.65,32,20,36,30,51,14,54,7
4,2,6,58,38.65,17,45,42,32,41,21,21,1
4,8,6,56,39.25,26,55,18,46,14,43,14,15
12,8,6,15,39.25,17,45,42,32,51,14,14,1
3,8,9,102,39.25,36,32,30,20,48,22,25,7
12,2,6,86,38.65,17,14,42,32,37,38,14,1
12,2,6,97,38.65,20,32,36,30,48,21,14,7
3,8,6,99,39.25,17,45,42,32,24,36,44,1
4,2,6,75,38.65,17,45,42,14,24,28,25,1
3,2,9,104,38.65,34,52,37,39,14,14,22,5
4,8,9,86,39.25,23,39,32,33,37,28,25,11
3,8,9,67,39.25,49,19,34,54,14,14,54,0
12,2,9,86,38.65,22,32,20,30,44,47,35,7
12,2,6,75,38.65,39,23,27,32,37,41,36,11
3,2,6,15,38.65,53,16,32,40,21,14,47,10
12,2,9,12,38.65,39,14,32,23,43,24,44,11
3,2,6,117,38.65,54,18,32,55,41,50,14,13
12,8,6,98,39.25,32,23,27,39,35,25,28,11
12,8,6,91,39.25,34,52,37,39,14,54,37,5
12,2,6,118,38.65,26,55,46,18,54,37,37,15
3,8,6,110,39.25,49,19,34,54,41,14,22,0
4,8,9,103,39.25,30,36,32,20,50,14,28,7
12,8,9,107,39.25,34,37,39,52,14,54,14,5
12,8,6,104,39.25,16,32,40,14,44,51,14,10
4,2,6,17,38.65,38,14,53,32,43,48,38,10
4,8,6,57,39.25,42,17,45,32,14,14,54,1
3,2,6,95,38.65,36,32,20,30,54,54,43,7
4,2,9,88,38.65,19,49,54,34,44,33,28,0
3,2,9,106,38.65,24,46,26,55,38,38,50,15
3,8,6,94,39.25,54,32,55,14,29,36,14,13
12,2,6,48,38.65,39,27,14,35,24,31,31,11
3,8,6,94,39.25,53,14,40,32,37,14,24,10
4,2,6,106,38.65,26,55,46,18,43,48,48,15
3,8,6,117,39.25,34,19,54,51,31,31,25,0
4,2,6,53,38.65,26,46,18,55,48,50,37,15
3,2,9,114,38.65,34,52,37,39,37,43,31,5
3,8,6,38,39.25,42,17,32,45,48,24,36,1
12,2,6,65,38.65,46,55,26,18,21,29,14,15
4,2,6,72,38.65,26,18,55,46,44,41,29,15
4,8,6,90,39.25,32,14,17,45,14,14,21,1
12,2,6,1,38.65,32,42,45,17,51,48,50,1
12,8,6,106,39.25,49,19,34,14,25,14,36,0
4,8,6,36,39.25,34,52,37,39,48,25,33,5
3,8,9,20,39.25,55,46,18,26,35,35,14,15
3,8,6,73,39.25,42,17,45,32,24,24,24,1
4,8,9,26,39.25,34,37,39,52,29,37,14,5
3,8,6,29,39.25,39,27,32,23,14,51,37,11
4,2,6,12,38.65,32,20,36,30,14,14,44,7
12,8,9,106,39.25,32,36,20,50,41,36,14,7
4,2,9,41,38.65,26,55,46,18,51,37,14,15
3,2,6,91,38.65,44,46,18,55,25,14,36,15
3,2,6,1,38.65,26,46,55,18,31,35,51,15
4,2,9,58,38.65,20,30,36,32,21,33,50,7
4,2,6,89,38.65,34,52,37,39,44,14,54,5
4,8,6,81,39.25,34,29,37,39,14,14,41,5
12,2,6,99,38.65,23,39,32,27,25,48,41,11
4,8,6,11,39.25,53,16,40,32,43,35,41,10
12,8,9,65,39.25,20,36,32,30,29,14,43,7
12,2,9,36,38.65,18,55,46,14,44,21,14,15
12,8,6,68,39.25,23,39,32,27,25,14,35,11
3,8,9,6,39.25,26,55,46,18,14,54,14,15
3,8,6,117,39.25,37,34,52,39,31,24,14,5
12,2,9,29,38.65,46,55,18,26,47,28,50,15
3,2,6,60,38.65,18,55,32,54,36,36,38,13
12,8,6,35,39.25,55,26,46,18,14,29,44,15
12,8,6,93,39.25,16,40,53,32,35,29,54,10
12,8,9,33,39.25,18,55,46,26,14,14,44,15
3,2,6,111,38.65,32,54,55,18,25,14,51,13
4,2,6,48,38.65,18,55,46,26,24,33,47,15
4,8,6,64,39.25,39,27,23,32,48,14,54,11
4,8,9,115,39.25,32,20,36,30,54,41,38,7
12,2,9,19,38.65,32,41,36,30,24,29,14,7
4,2,9,52,38.65,18,55,32,54,50,47,14,13
3,2,9,7,38.65,36,30,32,20,25,29,37,7
3,2,9,55,38.65,54,34,19,49,48,38,14,0
12,8,6,116,39.25,53,32,16,25,31,33,14,10
3,8,6,53,39.25,17,45,42,32,41,48,14,1
12,2,9,2,38.65,20,30,32,36,43,14,22,7
12,8,9,96,39.25,32,39,27,23,14,14,31,11
4,8,6,125,39.25,46,55,26,18,14,28,28,15
3,8,6,55,39.25,42,45,17,32,14,35,24,1
3,8,9,43,39.25,23,39,32,29,21,24,51,11
4,8,6,51,39.25,53,16,40,32,35,25,35,10
3,2,9,108,38.65,46,55,26,18,48,29,21,15
4,8,6,80,39.25,27,32,23,14,25,33,14,11
4,8,6,46,39.25,39,32,27,23,38,22,25,11
12,8,6,106,39.25,37,34,54,39,43,14,38,5
4,8,6,108,39.25,28,16,40,32,21,14,50,10
12,8,6,4,39.25,53,40,32,16,43,33,14,10
12,2,6,87,38.65,54,19,34,49,38,51,28,0
12,2,6,93,38.65,32,36,20,30,50,43,51,7
3,8,9,68,39.25,49,34,54,19,14,44,28,0
3,2,6,16,38.65,23,39,32,27,54,38,14,11
12,2,9,81,38.65,49,19,34,54,38,14,14,0
3,2,9,2,38.65,37,34,39,14,29,33,14,5
3,8,6,116,39.25,18,32,54,55,38,14,36,13
4,2,9,16,38.65,23,39,32,51,22,14,25,11
4,2,6,84,38.65,18,14,32,54,36,48,14,13
12,2,6,111,38.65,32,20,38,30,14,14,22,7
3,8,9,94,39.25,54,34,19,49,51,54,50,0
3,2,6,103,38.65,53,16,40,32,14,54,14,10
3,2,9,50,38.65,34,52,37,39,54,41,48,5
12,2,6,31,38.65,32,20,36,30,43,14,47,7
3,8,6,62,39.25,55,18,32,54,14,14,38,13
12,8,9,55,39.25,26,54,46,18,24,37,14,15
12,8,6,50,39.25,34,52,37,39,14,33,47,5
4,8,9,86,39.25,26,55,46,18,44,14,51,15
12,2,9,67,38.65,54,34,19,49,33,48,28,0
4,8,6,106,39.25,53,16,40,32,22,38,14,10
3,8,6,70,39.25,20,30,36,32,25,33,14,7
4,2,6,73,38.65,32,20,36,30,14,14,48,7
12,8,6,23,39.25,42,45,32,17,25,31,50,1
12,8,6,94,39.25,30,36,32,20,24,48,14,7
3,8,6,64,39.25,17,45,42,32,25,54,36,1
12,2,6,70,38.65,27,32,39,23,35,54,43,11
4,8,6,40,39.25,42,17,32,45,22,41,35,1
12,2,6,96,38.65,30,14,20,32,28,54,38,7
3,8,6,52,39.25,26,55,46,18,51,22,38,15
3,2,9,16,38.65,34,14,37,39,54,21,51,5
3,2,9,27,38.65,46,26,18,55,21,24,14,15
4,2,9,68,38.65,26,51,46,18,54,36,44,15
12,2,9,59,38.65,32,20,36,30,25,28,29,7
4,8,9,58,39.25,36,32,20,30,47,14,25,7
12,2,6,26,38.65,32,20,36,30,14,36,29,7
12,2,6,84,38.65,16,40,32,53,14,54,14,10
12,2,6,62,38.65,26,55,46,18,50,21,14,15
4,2,6,75,38.65,42,17,32,45,25,43,21,1
12,8,6,4,39.25,17,45,42,32,44,21,21,1
4,2,9,69,38.65,32,54,18,55,21,54,14,13
3,8,6,65,39.25,23,32,27,39,14,33,47,11
12,8,6,70,39.25,27,32,39,23,41,14,14,11
12,2,9,110,38.65,23,39,32,27,21,35,37,11
12,2,9,121,38.65,49,54,19,34,41,28,54,0
12,8,6,108,39.25,32,17,45,42,36,47,43,1
12,8,9,113,39.25,20,30,36,32,43,44,38,7
12,8,6,75,39.25,17,45,42,32,31,29,14,1
4,2,9,48,38.65,24,18,54,55,14,14,50,13
4,2,6,15,38.65,23,39,32,27,25,22,54,11
12,8,9,43,39.25,52,39,34,37,47,29,14,5
12,2,6,112,38.65,32,17,45,42,14,36,41,1
12,2,6,99,38.65,42,45,47,32,36,54,14,1
3,8,9,11,39.25,49,19,29,54,22,25,14,0
4,2,6,102,38.65,18,55,32,54,36,47,28,13
4,8,9,48,39.25,34,52,37,39,50,38,44,5
12,2,9,95,38.65,37,14,52,39,51,54,21,5
3,2,6,9,38.65,18,55,32,54,14,51,28,13
3,8,6,88,39.25,32,27,39,23,33,50,48,11
3,2,6,99,38.65,26,46,55,18,14,54,14,15
4,2,6,8,38.65,19,38,49,54,47,33,14,0
4,2,6,119,38.65,35,53,32,16,14,24,25,10
4,8,9,29,39.25,26,55,46,18,41,44,43,15
4,2,6,72,38.65,18,55,32,54,21,14,33,13
12,2,9,84,38.65,34,52,37,35,43,21,14,5
4,8,9,18,39.25,27,39,23,14,14,36,36,11
12,2,9,107,38.65,39,32,14,27,38,51,36,11
4,2,6,113,38.65,53,16,40,32,35,44,37,10
4,8,6,108,39.25,17,45,32,42,25,35,48,1
12,2,6,83,38.65,27,39,23,32,14,38,36,11
3,2,6,64,38.65,17,45,25,32,22,48,41,1
4,2,9,99,38.65,26,55,46,18,44,35,24,15
4,2,9,77,38.65,19,34,14,49,41,37,14,0
3,8,6,126,39.25,18,55,32,54,33,14,54,13
3,8,9,114,39.25,27,39,32,14,29,14,29,11
12,2,6,41,38.65,39,34,52,37,14,48,50,5
3,2,6,46,38.65,54,49,19,34,28,37,28,0
12,8,6,37,39.25,36,14,32,20,14,36,14,7
12,8,9,83,39.25,30,14,32,36,25,36,14,7
4,2,6,82,38.65,34,19,54,49,48,37,25,0
4,2,6,47,38.65,18,55,32,54,51,48,51,13
4,2,6,79,38.65,34,52,37,39,14,21,48,5
12,8,9,119,39.25,27,23,39,32,29,35,14,11
12,2,6,46,38.65,45,32,17,14,14,43,51,1
4,8,9,25,39.25,23,39,32,27,35,21,37,11
12,8,9,4,39.25,39,52,14,14,21,24,47,5
4,8,6,88,39.25,39,32,23,27,33,36,22,11
3,8,6,118,39.25,55,26,18,46,14,25,33,15
3,8,9,119,39.25,39,23,27,32,28,31,14,11
4,8,9,65,39.25,34,39,52,37,14,33,44,5
4,8,6,93,39.25,32,23,27,39,44,50,14,11
12,2,9,53,38.65,26,55,46,18,28,41,41,15
12,2,9,11,38.65,32,20,36,30,25,24,14,7
4,2,6,29,38.65,30,20,32,36,14,14,29,7
12,8,9,14,39.25,47,55,46,18,47,37,36,15
3,2,6,25,38.65,49,19,34,54,31,14,54,0
4,8,9,46,39.25,19,34,54,49,14,33,24,0
12,8,9,21,39.25,26,55,46,18,50,50,33,15
3,8,6,111,39.25,53,16,40,32,14,31,14,10
12,2,6,90,38.65,26,55,46,18,35,54,25,15
4,8,6,87,39.25,18,32,55,54,22,51,24,13
3,2,6,48,38.65,45,32,42,17,43,28,36,1
12,2,9,70,38.65,39,27,23,32,33,14,51,11
12,8,9,117,39.25,49,19,34,54,41,24,47,0
3,8,9,58,39.25,32,20,36,30,35,38,28,7
12,8,6,108,39.25,23,32,39,27,14,41,14,11
12,2,9,37,38.65,34,52,37,39,14,33,25,5
12,2,6,111,38.65,23,39,32,27,54,33,33,11
12,8,9,104,39.25,32,20,36,30,44,24,22,7
12,8,9,41,39.25,18,55,32,54,14,14,28,13
4,8,6,111,39.25,17,14,47,32,33,28,54,1
12,8,9,60,39.25,26,55,18,25,28,14,22,15
3,2,6,111,38.65,32,53,40,16,43,48,21,10
4,2,9,101,38.65,32,20,36,30,54,14,21,7
4,2,6,44,38.65,42,32,45,17,47,14,36,1
3,2,6,22,38.65,17,45,42,32,14,47,14,1
4,2,6,81,38.65,35,30,20,32,48,50,14,7
12,8,6,14,39.25,34,52,37,39,21,41,38,5
12,8,9,113,39.25,34,52,37,39,28,24,50,5
4,8,6,52,39.25,32,45,42,17,50,14,29,1
12,2,6,29,38.65,40,32,16,53,14,31,37,10
4,8,6,4,39.25,18,55,32,54,41,48,43,13
4,2,9,50,38.65,32,18,55,54,47,54,48,13
12,8,6,83,39.25,36,32,30,20,28,38,14,7
3,2,6,115,38.65,53,14,40,32,47,29,54,10
12,8,9,52,39.25,26,46,18,55,51,35,14,15
12,2,6,102,38.65,39,23,32,14,51,14,14,11
3,8,6,33,39.25,40,32,14,14,37,14,24,10
4,2,9,100,38.65,18,26,14,55,14,48,54,15
3,8,6,21,39.25,32,20,36,30,51,25,14,7
12,8,6,10,39.25,34,52,37,39,38,41,24,5
12,2,6,62,38.65,27,32,23,39,38,33,43,11
12,2,9,36,38.65,39,34,52,37,41,50,14,5
4,8,6,15,39.25,39,27,23,14,51,48,14,11
4,2,9,74,38.65,39,32,27,23,54,14,41,11
4,2,6,103,38.65,52,34,37,39,25,14,14,5
4,2,9,103,38.65,39,32,27,23,50,33,43,11
12,2,9,1,38.65,23,27,32,39,14,43,54,11
12,8,9,55,39.25,26,55,46,14,14,21,35,15
12,8,6,105,39.25,45,42,17,14,14,14,29,1
12,2,6,43,38.65,54,34,49,19,31,31,54,0
4,8,6,15,39.25,39,14,14,52,24,25,51,5
4,2,6,69,38.65,17,45,32,42,21,21,51,1
4,8,6,28,39.25,17,45,42,32,21,22,54,1
4,2,9,27,38.65,32,36,20,30,22,35,31,7
3,2,9,13,38.65,54,19,49,34,14,37,38,0
12,8,9,59,39.25,20,36,32,30,50,21,50,7
4,8,6,92,39.25,34,52,37,39,48,37,51,5
4,8,6,20,39.25,34,52,37,39,37,47,31,5
3,8,6,1,39.25,53,16,40,32,22,38,14,10
4,8,6,86,39.25,18,55,14,54,36,14,24,13
4,2,9,54,38.65,26,55,46,18,21,14,14,15
3,8,6,96,39.25,37,52,39,34,14,35,44,5
3,8,6,92,39.25,32,39,23,27,25,50,41,11
12,2,6,102,38.65,32,14,36,20,37,33,14,7
3,8,9,117,39.25,46,54,26,18,29,29,14,15
12,8,6,18,39.25,26,46,18,55,51,21,33,15
3,8,9,27,39.25,54,18,55,32,14,38,14,13
3,2,6,106,38.65,39,37,34,52,35,28,29,5
12,8,6,49,39.25,32,20,30,36,35,37,14,7
4,2,6,114,38.65,26,18,55,46,31,33,14,15
3,8,9,86,39.25,18,55,22,54,14,51,43,13
4,8,9,96,39.25,55,46,18,14,50,35,54,15
4,2,9,33,38.65,32,20,36,30,36,47,14,7
4,2,9,65,38.65,18,55,32,54,38,35,21,13
4,8,9,14,39.25,26,55,46,18,37,50,35,15
12,2,9,35,38.65,52,34,37,39,22,14,14,5
4,8,9,64,39.25,32,20,36,30,24,44,14,7
3,8,9,57,39.25,36,30,33,32,36,28,25,7
12,8,6,56,39.25,42,45,32,17,51,22,51,1
3,2,9,105,38.65,32,30,20,36,44,48,14,7
3,8,9,103,39.25,54,19,34,49,22,54,35,0
12,8,9,106,39.25,34,52,37,39,25,31,29,5
12,2,9,27,38.65,30,36,20,32,35,41,37,7
4,2,6,97,38.65,53,16,40,32,14,51,43,10
12,2,6,51,38.65,49,54,34,19,14,14,48,0
4,8,9,36,39.25,47,49,19,34,43,47,36,0
12,8,6,1,39.25,32,16,53,40,14,54,33,10
3,8,6,75,39.25,24,39,32,27,33,43,35,11
3,2,9,1,38.65,32,20,30,36,14,47,47,7
3,8,6,61,39.25,30,36,20,14,54,35,21,7
12,8,9,1,39.25,18,55,26,14,22,43,14,15
12,8,6,85,39.25,39,27,23,32,14,14,33,11
4,8,9,45,39.25,18,46,55,26,41,14,48,15
12,8,6,40,39.25,32,42,45,17,28,31,21,1
4,8,9,40,39.25,23,32,39,14,44,14,38,11
4,8,9,30,39.25,26,46,18,55,14,14,37,15
3,2,9,25,38.65,32,23,39,27,43,25,22,11
12,2,9,81,38.65,49,19,34,54,48,43,14,0
12,2,9,59,38.65,36,14,38,32,21,41,14,7
4,8,6,41,39.25,49,19,34,54,14,25,14,0
12,8,9,13,39.25,46,55,26,18,48,41,22,15
4,8,6,48,39.25,53,16,40,32,14,14,50,10
3,8,6,1,39.25,55,18,32,14,48,14,25,13
4,2,6,46,38.65,17,45,42,32,28,33,25,1
4,8,9,85,39.25,34,14,37,39,14,35,14,5
12,2,6,20,38.65,55,18,54,32,43,44,50,13
4,2,9,64,38.65,34,52,37,39,31,47,54,5
12,8,9,16,39.25,34,52,37,39,48,25,44,5
12,8,9,97,39.25,27,39,23,32,48,25,14,11
12,2,9,98,38.65,26,55,46,18,14,28,21,15
4,2,9,1,38.65,36,30,32,20,47,51,48,7
12,8,6,43,39.25,26,55,46,14,29,28,14,15
12,2,6,119,38.65,34,37,52,39,21,14,31,5
12,2,9,68,38.65,26,55,46,18,36,36,29,15
12,2,6,103,38.65,18,55,32,54,50,48,43,13
3,8,9,94,39.25,23,39,32,27,50,50,28,11
12,8,6,22,39.25,30,36,32,20,41,43,14,7
3,8,9,12,39.25,37,39,34,14,41,41,31,5
3,8,6,5,39.25,46,18,26,14,51,21,35,15
4,2,6,91,38.65,17,31,42,32,24,14,38,1
4,2,6,125,38.65,37,52,34,39,50,21,14,5
3,8,6,69,39.25,40,53,16,32,51,29,36,10
4,2,6,50,38.65,49,19,34,54,35,44,33,0
3,8,6,116,39.25,33,27,39,23,48,38,24,11
4,2,9,14,38.65,26,55,46,18,41,22,24,15
3,8,9,99,39.25,32,30,20,14,37,14,29,7
4,2,9,104,38.65,52,37,39,14,14,31,29,5
12,8,9,57,39.25,46,26,18,55,14,31,25,15
3,8,9,79,39.25,18,55,32,54,21,21,14,13
12,2,6,26,38.65,34,52,39,37,14,28,48,5
12,8,9,43,39.25,34,52,37,39,38,44,14,5
3,2,9,93,38.65,39,34,52,37,14,14,14,5
4,8,6,52,39.25,17,42,32,45,33,28,54,1
12,8,6,58,39.25,34,52,37,39,14,14,54,5
12,8,6,9,39.25,17,45,42,32,14,25,14,1
12,2,9,102,38.65,26,46,18,55,25,41,41,15
12,8,6,64,39.25,31,45,32,42,35,29,47,1
3,8,6,78,39.25,32,42,14,17,35,37,14,1
4,8,6,86,39.25,34,52,38,39,28,21,35,5
4,2,9,1,38.65,39,32,27,23,22,14,14,11
12,8,6,58,39.25,34,52,37,39,25,14,47,5
4,8,9,22,39.25,26,55,46,18,38,35,33,15
3,2,9,78,38.65,18,55,32,54,25,38,28,13
12,2,9,45,38.65,26,55,46,18,14,41,51,15
4,2,9,106,38.65,23,39,32,27,43,36,37,11
12,2,9,37,38.65,19,49,54,34,25,14,35,0
3,2,9,66,38.65,30,36,20,32,22,50,43,7
12,2,6,33,38.65,16,53,40,32,14,41,48,10
3,8,9,11,39.25,23,39,32,27,14,31,43,11
4,2,6,42,38.65,52,34,39,37,38,14,14,5
3,2,6,27,38.65,32,17,45,42,44,14,35,1
12,2,6,95,38.65,17,32,42,45,14,37,25,1
4,8,6,68,39.25,30,32,36,20,36,14,25,7
4,2,6,5,38.65,32,23,39,27,50,14,25,11
4,2,6,59,38.65,17,45,42,32,14,35,41,1
12,2,6,27,38.65,32,18,55,54,48,36,37,13
3,2,9,72,38.65,34,52,39,37,38,51,48,5
4,2,6,34,38.65,18,55,32,54,22,21,54,13
4,2,9,22,38.65,34,52,37,39,28,14,47,5
12,2,6,109,38.65,18,55,32,54,14,51,37,13
4,2,9,115,38.65,32,20,14,36,48,47,28,7
12,8,6,83,39.25,21,32,20,30,33,44,21,7
